"","game_id","data_set","date","a1","a2","a3","a4","a5","h1","h2","h3","h4","h5","period","away_score","home_score","remaining_time","elapsed","play_length","play_id","team","event_type","assist","away","home","block","entered","left","num","opponent","outof","player","points","possession","reason","result","steal","type","shot_distance","original_x","original_y","converted_x","converted_y","description","periodTime","totalTime","playlength","ShotType","oppTeam","xx","yy"
"1492",22000004,"2020-21 Regular Season","2020-12-23","Dwight Powell","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Dorian Finney-Smith","Deandre Ayton","Jae Crowder","Devin Booker","Mikal Bridges","Chris Paul",1,0,1,"0:11:49","0:00:11","0:00:00",4,"PHX","free throw","","","","","","",1,"",2,"Devin Booker",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Booker Free Throw 1 of 2 (1 PTS)",11,11,0,"FT","DAL",NA,NA
"1493",22000004,"2020-21 Regular Season","2020-12-23","Dwight Powell","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Dorian Finney-Smith","Deandre Ayton","Jae Crowder","Devin Booker","Mikal Bridges","Chris Paul",1,0,2,"0:11:49","0:00:11","0:00:00",5,"PHX","free throw","","","","","","",2,"",2,"Devin Booker",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Booker Free Throw 2 of 2 (2 PTS)",11,11,0,"FT","DAL",NA,NA
"1513",22000004,"2020-21 Regular Season","2020-12-23","Dwight Powell","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Dorian Finney-Smith","Deandre Ayton","Jae Crowder","Devin Booker","Mikal Bridges","Chris Paul",1,0,7,"0:10:01","0:01:59","0:00:04",25,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","layup",1,4,-9,25.4,89.9,"Booker 1' Running Layup (4 PTS)",119,119,4,"2P","DAL",0.4,-42.65
"1527",22000004,"2020-21 Regular Season","2020-12-23","Dwight Powell","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Dorian Finney-Smith","Deandre Ayton","Jae Crowder","Devin Booker","Mikal Bridges","Chris Paul",1,5,12,"0:08:46","0:03:14","0:00:03",39,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",3,"","","made","","3pt running pull-up jump shot",27,-142,228,10.8,66.2,"Booker 27' 3PT Running Pull-Up Jump Shot (7 PTS)",194,194,3,"3P","DAL",-14.2,-18.95
"1555",22000004,"2020-21 Regular Season","2020-12-23","Dwight Powell","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Maxi Kleber","Damian Jones","Jae Crowder","Devin Booker","Mikal Bridges","Cameron Payne",1,9,12,"0:05:42","0:06:18","0:00:19",67,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","jump bank shot",5,49,20,29.9,87,"MISS Booker 5' Jump Bank Shot",378,378,19,"2P","DAL",4.9,-39.75
"1585",22000004,"2020-21 Regular Season","2020-12-23","Trey Burke","Josh Richardson","Luka Doncic","James Johnson","Maxi Kleber","Deandre Ayton","Cameron Johnson","Devin Booker","Mikal Bridges","Cameron Payne",1,13,19,"0:03:06","0:08:54","0:00:13",97,"PHX","shot","Deandre Ayton","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","jump shot",10,74,68,32.4,82.2,"Booker 10' Pullup Jump Shot (9 PTS) (Ayton 1 AST)",534,534,13,"2P","DAL",7.4,-34.95
"1588",22000004,"2020-21 Regular Season","2020-12-23","Trey Burke","Josh Richardson","Luka Doncic","James Johnson","Maxi Kleber","Deandre Ayton","Cameron Johnson","Devin Booker","Mikal Bridges","Cameron Payne",1,13,21,"0:02:38","0:09:22","0:00:07",100,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","driving floating jump shot",11,0,110,25,78,"Booker 11' Driving Floating Jump Shot (11 PTS)",562,562,7,"2P","DAL",0,-30.75
"1702",22000004,"2020-21 Regular Season","2020-12-23","Luka Doncic","Dwight Powell","Dorian Finney-Smith","Tim Hardaway Jr.","Josh Richardson","Mikal Bridges","Jalen Smith","Chris Paul","Cameron Johnson","Devin Booker",2,35,39,"0:04:11","0:07:49","0:00:13",214,"PHX","shot","Chris Paul","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","driving layup",1,11,-3,26.1,89.3,"Booker 1' Driving Layup (13 PTS) (Paul 1 AST)",469,1189,13,"2P","DAL",1.1,-42.05
"1748",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Dwight Powell","Chris Paul","Deandre Ayton","Devin Booker","Jae Crowder","Mikal Bridges",3,48,55,"0:10:12","0:01:48","0:00:16",260,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt pullup jump shot",26,6,260,25.6,63,"MISS Booker 26' 3PT Pullup Jump Shot",108,1548,16,"3P","DAL",0.6,-15.75
"1758",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Dwight Powell","Chris Paul","Deandre Ayton","Devin Booker","Jae Crowder","Mikal Bridges",3,53,60,"0:08:59","0:03:01","0:00:08",270,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",3,"","","made","","3pt pullup jump shot",25,-15,251,23.5,63.9,"Booker 25' 3PT Pullup Jump Shot (16 PTS)",181,1621,8,"3P","DAL",-1.5,-16.65
"1785",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Willie Cauley-Stein","Chris Paul","Deandre Ayton","Devin Booker","Jae Crowder","Mikal Bridges",3,60,61,"0:06:06","0:05:54","0:00:23",297,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt jump shot",26,1,263,25.1,62.7,"MISS Booker 26' 3PT Jump Shot",354,1794,23,"3P","DAL",0.1,-15.45
"1800",22000004,"2020-21 Regular Season","2020-12-23","Trey Burke","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Maxi Kleber","Damian Jones","Cameron Johnson","Devin Booker","Cameron Payne","Mikal Bridges",3,62,63,"0:05:05","0:06:55","0:00:04",312,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt running pull-up jump shot",26,-143,213,10.7,67.7,"MISS Booker 26' 3PT Running Pull-Up Jump Shot",415,1855,4,"3P","DAL",-14.3,-20.45
"1806",22000004,"2020-21 Regular Season","2020-12-23","Trey Burke","Josh Richardson","Luka Doncic","Tim Hardaway Jr.","Maxi Kleber","Damian Jones","Cameron Johnson","Devin Booker","Cameron Payne","Mikal Bridges",3,62,65,"0:04:30","0:07:30","0:00:09",318,"PHX","shot","Cameron Payne","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","cutting layup shot",1,8,8,25.8,88.2,"Booker 1' Cutting Layup Shot (18 PTS) (Payne 2 AST)",450,1890,9,"2P","DAL",0.8,-40.95
"1923",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Jalen Brunson","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Jae Crowder","Chris Paul",4,96,96,"0:03:25","0:08:35","0:00:13",435,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","jump shot",17,-15,169,23.5,72.1,"MISS Booker 17' Pullup Jump Shot",515,2675,13,"2P","DAL",-1.5,-24.85
"1934",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Jalen Brunson","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Cameron Johnson","Chris Paul",4,98,100,"0:02:16","0:09:44","0:00:29",446,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt jump shot",26,120,226,37,66.4,"MISS Booker 26' 3PT Jump Shot",584,2744,29,"3P","DAL",12,-19.15
"1940",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Jalen Brunson","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Cameron Johnson","Chris Paul",4,100,100,"0:01:44","0:10:16","0:00:00",452,"PHX","free throw","","","","","","",1,"",2,"Devin Booker",0,"","","missed","","free throw 1/2",NA,NA,NA,NA,NA,"MISS Booker Free Throw 1 of 2",616,2776,0,"FT","DAL",NA,NA
"1942",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Jalen Brunson","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Cameron Johnson","Chris Paul",4,100,101,"0:01:44","0:10:16","0:00:00",454,"PHX","free throw","","","","","","",2,"",2,"Devin Booker",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Booker Free Throw 2 of 2 (19 PTS)",616,2776,0,"FT","DAL",NA,NA
"1948",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Jalen Brunson","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Cameron Johnson","Chris Paul",4,100,105,"0:00:40","0:11:20","0:00:22",460,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","jump shot",18,109,142,35.9,74.8,"Booker 18' Pullup Jump Shot (21 PTS)",680,2840,22,"2P","DAL",10.9,-27.55
"1952",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Tim Hardaway Jr.","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Cameron Johnson","Chris Paul",4,102,105,"0:00:11","0:11:49","0:00:24",464,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","jump shot",22,6,222,25.6,66.8,"MISS Booker 22' Pullup Jump Shot",709,2869,24,"2P","DAL",0.6,-19.55
"1955",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Tim Hardaway Jr.","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Cameron Johnson","Chris Paul",4,102,105,"0:00:07","0:11:53","0:00:00",467,"PHX","free throw","","","","","","",1,"",2,"Devin Booker",0,"","","missed","","free throw 1/2",NA,NA,NA,NA,NA,"MISS Booker Free Throw 1 of 2",713,2873,0,"FT","DAL",NA,NA
"1958",22000004,"2020-21 Regular Season","2020-12-23","Dorian Finney-Smith","Tim Hardaway Jr.","Josh Richardson","Luka Doncic","Maxi Kleber","Devin Booker","Deandre Ayton","Mikal Bridges","Cameron Johnson","Chris Paul",4,102,106,"0:00:07","0:11:53","0:00:00",470,"PHX","free throw","","","","","","",2,"",2,"Devin Booker",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Booker Free Throw 2 of 2 (22 PTS)",713,2873,0,"FT","DAL",NA,NA
"13777",22000030,"2020-21 Regular Season","2020-12-26","Deandre Ayton","Chris Paul","Mikal Bridges","Jae Crowder","Devin Booker","Marvin Bagley III","Harrison Barnes","Richaun Holmes","Buddy Hield","De'Aaron Fox",1,4,15,"0:07:53","0:04:07","0:00:25",35,"PHX","shot","Jae Crowder","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","driving layup",2,19,3,23.1,5.3,"Booker 2' Driving Layup (2 PTS) (Crowder 1 AST)",247,247,25,"2P","SAC",1.9,-41.45
"13783",22000030,"2020-21 Regular Season","2020-12-26","Deandre Ayton","Chris Paul","Mikal Bridges","Jae Crowder","Devin Booker","Marvin Bagley III","Harrison Barnes","Richaun Holmes","Buddy Hield","De'Aaron Fox",1,6,15,"0:07:10","0:04:50","0:00:07",41,"PHX","shot","Chris Paul","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","jump shot",12,-119,4,36.9,5.4,"Booker 12' Pullup Jump Shot (4 PTS) (Paul 2 AST)",290,290,7,"2P","SAC",-11.9,-41.35
"13820",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Cameron Payne","Cameron Johnson","Jalen Smith","Devin Booker","Nemanja Bjelica","Tyrese Haliburton","Hassan Whiteside","De'Aaron Fox","Cory Joseph",1,15,21,"0:03:49","0:08:11","0:00:16",78,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",3,"","","made","","3pt pullup jump shot",25,-109,222,35.9,27.2,"Booker 25' 3PT Pullup Jump Shot (7 PTS)",491,491,16,"3P","SAC",-10.9,-19.55
"13822",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Cameron Payne","Cameron Johnson","Jalen Smith","Devin Booker","Nemanja Bjelica","Tyrese Haliburton","Hassan Whiteside","De'Aaron Fox","Cory Joseph",1,17,23,"0:03:26","0:08:34","0:00:15",80,"PHX","shot","Cameron Payne","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","cutting finger roll layup shot",2,7,15,24.3,6.5,"Booker 2' Cutting Finger Roll Layup Shot (9 PTS) (Payne 1 AST)",514,514,15,"2P","SAC",0.7,-40.25
"13840",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Cameron Payne","Cameron Johnson","Jalen Smith","Devin Booker","Nemanja Bjelica","Tyrese Haliburton","Hassan Whiteside","De'Aaron Fox","Cory Joseph",1,23,29,"0:01:14","0:10:46","0:00:11",98,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","jump shot",8,-70,29,32,7.9,"Booker 8' Turnaround Fadeaway Bank Jump Shot (11 PTS)",646,646,11,"2P","SAC",-7,-38.85
"13923",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Jae Crowder","Devin Booker","Cameron Payne","Cameron Johnson","Tyrese Haliburton","Buddy Hield","Richaun Holmes","Harrison Barnes","De'Aaron Fox",2,39,48,"0:04:53","0:07:07","0:00:06",181,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","jump bank shot",12,116,45,13.4,9.5,"MISS Booker 12' Jump Bank Shot",427,1147,6,"2P","SAC",11.6,-37.25
"13965",22000030,"2020-21 Regular Season","2020-12-26","Deandre Ayton","Jae Crowder","Devin Booker","Chris Paul","Cameron Johnson","Glenn Robinson III","Buddy Hield","Nemanja Bjelica","Harrison Barnes","De'Aaron Fox",2,54,58,"0:00:08","0:11:52","0:00:22",223,"PHX","shot","","","","Nemanja Bjelica","","",NA,"",NA,"Devin Booker",0,"","","missed","","driving floating jump shot",4,-41,17,29.1,6.7,"Bjelica BLOCK (1 BLK): MISS Booker 4' Driving Floating Jump Shot",712,1432,22,"2P","SAC",-4.1,-40.05
"13988",22000030,"2020-21 Regular Season","2020-12-26","Deandre Ayton","Devin Booker","Mikal Bridges","Jae Crowder","Chris Paul","Harrison Barnes","Buddy Hield","Marvin Bagley III","Richaun Holmes","De'Aaron Fox",3,54,60,"0:10:56","0:01:04","0:00:07",246,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","fadeaway jumper",11,106,-21,14.4,2.9,"MISS Booker 11' Fadeaway Jumper",64,1504,7,"2P","SAC",10.6,-43.85
"13997",22000030,"2020-21 Regular Season","2020-12-26","Deandre Ayton","Devin Booker","Mikal Bridges","Jae Crowder","Chris Paul","Harrison Barnes","Buddy Hield","Marvin Bagley III","Richaun Holmes","De'Aaron Fox",3,62,62,"0:09:26","0:02:34","0:00:10",255,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",3,"","","made","","3pt jump shot",26,-3,259,25.3,30.9,"Booker 26' 3PT Jump Shot (14 PTS)",154,1594,10,"3P","SAC",-0.3,-15.85
"14000",22000030,"2020-21 Regular Season","2020-12-26","Deandre Ayton","Devin Booker","Mikal Bridges","Jae Crowder","Chris Paul","Harrison Barnes","Buddy Hield","Marvin Bagley III","Richaun Holmes","De'Aaron Fox",3,65,62,"0:08:57","0:03:03","0:00:07",258,"PHX","shot","Chris Paul","","","","","",NA,"",NA,"Devin Booker",3,"","","made","","3pt jump shot",25,-155,199,40.5,24.9,"Booker 25' 3PT Jump Shot (17 PTS) (Paul 9 AST)",183,1623,7,"3P","SAC",-15.5,-21.85
"14004",22000030,"2020-21 Regular Season","2020-12-26","Deandre Ayton","Devin Booker","Mikal Bridges","Jae Crowder","Chris Paul","Harrison Barnes","Buddy Hield","Marvin Bagley III","Richaun Holmes","De'Aaron Fox",3,65,62,"0:08:32","0:03:28","0:00:15",262,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","fadeaway jumper",16,58,151,19.2,20.1,"MISS Booker 16' Fadeaway Jumper",208,1648,15,"2P","SAC",5.8,-26.65
"14040",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Devin Booker","Mikal Bridges","Jae Crowder","Chris Paul","Harrison Barnes","Hassan Whiteside","Marvin Bagley III","Cory Joseph","De'Aaron Fox",3,71,70,"0:05:56","0:06:04","0:00:08",298,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","jump bank shot",11,81,71,16.9,12.1,"Booker 11' Jump Bank Shot (19 PTS)",364,1804,8,"2P","SAC",8.1,-34.65
"14046",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Devin Booker","Mikal Bridges","Jae Crowder","Chris Paul","Harrison Barnes","Hassan Whiteside","Marvin Bagley III","Cory Joseph","De'Aaron Fox",3,72,70,"0:05:56","0:06:04","0:00:00",304,"PHX","free throw","","","","","","",1,"",1,"Devin Booker",1,"","","made","","free throw 1/1",NA,NA,NA,NA,NA,"Booker Free Throw 1 of 1 (20 PTS)",364,1804,0,"FT","SAC",NA,NA
"14060",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Devin Booker","Langston Galloway","Cameron Johnson","Cameron Payne","Glenn Robinson III","Hassan Whiteside","Nemanja Bjelica","Cory Joseph","Tyrese Haliburton",3,74,70,"0:04:50","0:07:10","0:00:09",318,"PHX","shot","Cameron Payne","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","cutting layup shot",3,-23,15,27.3,6.5,"Booker 3' Cutting Layup Shot (22 PTS) (Payne 3 AST)",430,1870,9,"2P","SAC",-2.3,-40.25
"14072",22000030,"2020-21 Regular Season","2020-12-26","Damian Jones","Devin Booker","Langston Galloway","Cameron Johnson","Cameron Payne","Glenn Robinson III","Hassan Whiteside","Nemanja Bjelica","Cory Joseph","Tyrese Haliburton",3,74,72,"0:03:29","0:08:31","0:00:09",330,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","jump shot",20,75,180,17.5,23,"MISS Booker 20' Pullup Jump Shot",511,1951,9,"2P","SAC",7.5,-23.75
"14125",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Deandre Ayton","Mikal Bridges","Chris Paul","Hassan Whiteside","Glenn Robinson III","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,83,89,"0:08:54","0:03:06","0:00:16",383,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt step back jump shot",26,113,231,13.7,28.1,"MISS Booker 26' 3PT Step Back Jump Shot",186,2346,16,"3P","SAC",11.3,-18.65
"14136",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Deandre Ayton","Mikal Bridges","Chris Paul","Richaun Holmes","Glenn Robinson III","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,86,89,"0:07:51","0:04:09","0:00:05",394,"PHX","shot","","","","De'Aaron Fox","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt running pull-up jump shot",24,135,200,11.5,25,"Fox BLOCK (2 BLK): MISS Booker 24' 3PT Running Pull-Up Jump Shot",249,2409,5,"3P","SAC",13.5,-21.75
"14146",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Frank Kaminsky","Mikal Bridges","Chris Paul","Richaun Holmes","Glenn Robinson III","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,89,91,"0:07:19","0:04:41","0:00:00",404,"PHX","free throw","","","","","","",1,"",2,"Devin Booker",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Booker Free Throw 1 of 2 (23 PTS)",281,2441,0,"FT","SAC",NA,NA
"14147",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Frank Kaminsky","Mikal Bridges","Chris Paul","Richaun Holmes","Glenn Robinson III","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,90,91,"0:07:19","0:04:41","0:00:00",405,"PHX","free throw","","","","","","",2,"",2,"Devin Booker",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Booker Free Throw 2 of 2 (24 PTS)",281,2441,0,"FT","SAC",NA,NA
"14154",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Frank Kaminsky","Mikal Bridges","Chris Paul","Richaun Holmes","Glenn Robinson III","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,90,91,"0:06:35","0:05:25","0:00:21",412,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","jump shot",22,138,175,11.2,22.5,"MISS Booker 22' Pullup Jump Shot",325,2485,21,"2P","SAC",13.8,-24.25
"14183",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Deandre Ayton","Cameron Johnson","Cameron Payne","Marvin Bagley III","Tyrese Haliburton","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,92,95,"0:04:20","0:07:40","0:00:11",441,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","jump shot",7,73,12,17.7,6.2,"Booker 7' Pullup Jump Shot (26 PTS)",460,2620,11,"2P","SAC",7.3,-40.55
"14194",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Deandre Ayton","Cameron Johnson","Chris Paul","Richaun Holmes","Tyrese Haliburton","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,95,97,"0:03:06","0:08:54","0:00:04",452,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","fadeaway jumper",14,48,134,20.2,18.4,"MISS Booker 14' Fadeaway Jumper",534,2694,4,"2P","SAC",4.8,-28.35
"14221",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Deandre Ayton","Mikal Bridges","Chris Paul","Richaun Holmes","Cory Joseph","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,100,104,"0:00:43","0:11:17","0:00:06",479,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt jump shot",24,234,34,1.6,8.4,"MISS Booker 24' 3PT Jump Shot",677,2837,6,"3P","SAC",23.4,-38.35
"14236",22000030,"2020-21 Regular Season","2020-12-26","Devin Booker","Jae Crowder","Deandre Ayton","Mikal Bridges","Chris Paul","Cory Joseph","Richaun Holmes","Buddy Hield","Harrison Barnes","De'Aaron Fox",4,100,105,"0:00:08","0:11:52","0:00:07",494,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt pullup jump shot",26,-215,153,46.5,20.3,"MISS Booker 26' 3PT Pullup Jump Shot",712,2872,7,"3P","SAC",-21.5,-26.45
"18012",22000039,"2020-21 Regular Season","2020-12-27","Deandre Ayton","Chris Paul","Devin Booker","Jae Crowder","Mikal Bridges","Richaun Holmes","De'Aaron Fox","Marvin Bagley III","Harrison Barnes","Buddy Hield",1,4,6,"0:09:03","0:02:57","0:00:08",17,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","jump shot",17,-48,162,29.8,21.2,"MISS Booker 17' Pullup Jump Shot",177,177,8,"2P","SAC",-4.8,-25.55
"18048",22000039,"2020-21 Regular Season","2020-12-27","Deandre Ayton","Chris Paul","Devin Booker","Jae Crowder","Mikal Bridges","Richaun Holmes","Cory Joseph","Marvin Bagley III","Tyrese Haliburton","Buddy Hield",1,16,22,"0:04:15","0:07:45","0:00:17",53,"PHX","shot","Deandre Ayton","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","jump shot",4,24,27,22.6,7.7,"Booker 4' Turnaround Fadeaway Bank Jump Shot (2 PTS) (Ayton 2 AST)",465,465,17,"2P","SAC",2.4,-39.05
"18056",22000039,"2020-21 Regular Season","2020-12-27","Deandre Ayton","Chris Paul","Devin Booker","Jae Crowder","Mikal Bridges","Richaun Holmes","Cory Joseph","Marvin Bagley III","Tyrese Haliburton","Buddy Hield",1,17,22,"0:04:15","0:07:45","0:00:00",61,"PHX","free throw","","","","","","",1,"",1,"Devin Booker",1,"","","made","","free throw 1/1",NA,NA,NA,NA,NA,"Booker Free Throw 1 of 1 (3 PTS)",465,465,0,"FT","SAC",NA,NA
"18081",22000039,"2020-21 Regular Season","2020-12-27","Cameron Payne","Cameron Johnson","Devin Booker","Deandre Ayton","Jevon Carter","Nemanja Bjelica","Cory Joseph","De'Aaron Fox","Tyrese Haliburton","Hassan Whiteside",1,23,26,"0:01:46","0:10:14","0:00:17",86,"PHX","shot","","","","Hassan Whiteside","","",NA,"",NA,"Devin Booker",0,"","","missed","","driving floating jump shot",6,47,34,20.3,8.4,"Whiteside BLOCK (1 BLK): MISS Booker 6' Driving Floating Jump Shot",614,614,17,"2P","SAC",4.7,-38.35
"18185",22000039,"2020-21 Regular Season","2020-12-27","Jae Crowder","Deandre Ayton","Chris Paul","Mikal Bridges","Devin Booker","Harrison Barnes","Glenn Robinson III","Buddy Hield","De'Aaron Fox","Marvin Bagley III",2,54,51,"0:02:28","0:09:32","0:00:02",190,"PHX","shot","Chris Paul","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","layup",3,28,8,22.2,5.8,"Booker 3' Running Layup (5 PTS) (Paul 7 AST)",572,1292,2,"2P","SAC",2.8,-40.95
"18191",22000039,"2020-21 Regular Season","2020-12-27","Jae Crowder","Deandre Ayton","Chris Paul","Mikal Bridges","Devin Booker","Harrison Barnes","Cory Joseph","Buddy Hield","De'Aaron Fox","Marvin Bagley III",2,54,51,"0:02:05","0:09:55","0:00:11",196,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","driving layup",2,23,1,22.7,5.1,"MISS Booker 2' Driving Layup",595,1315,11,"2P","SAC",2.3,-41.65
"18202",22000039,"2020-21 Regular Season","2020-12-27","Jae Crowder","Deandre Ayton","Chris Paul","Mikal Bridges","Devin Booker","Harrison Barnes","Cory Joseph","Buddy Hield","De'Aaron Fox","Marvin Bagley III",2,56,53,"0:00:52","0:11:08","0:00:14",207,"PHX","shot","Chris Paul","","","","","",NA,"",NA,"Devin Booker",2,"","","made","","turnaround fadeaway",12,24,113,22.6,16.3,"Booker 12' Turnaround Fadeaway (7 PTS) (Paul 8 AST)",668,1388,14,"2P","SAC",2.4,-30.45
"18205",22000039,"2020-21 Regular Season","2020-12-27","Jae Crowder","Deandre Ayton","Chris Paul","Mikal Bridges","Devin Booker","Harrison Barnes","Cory Joseph","Buddy Hield","De'Aaron Fox","Marvin Bagley III",2,56,53,"0:00:09","0:11:51","0:00:21",210,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","layup",3,-30,5,28,5.5,"MISS Booker 3' Driving Finger Roll Layup",711,1431,21,"2P","SAC",-3,-41.25
"18222",22000039,"2020-21 Regular Season","2020-12-27","Mikal Bridges","Jae Crowder","Chris Paul","Deandre Ayton","Devin Booker","Harrison Barnes","Richaun Holmes","Marvin Bagley III","De'Aaron Fox","Buddy Hield",3,56,56,"0:10:44","0:01:16","0:00:11",227,"PHX","shot","","","","","","",NA,"",NA,"Devin Booker",0,"","","missed","","3pt step back jump shot",25,-90,237,34,28.7,"MISS Booker 25' 3PT Step Back Jump Shot",76,1516,11,"3P","SAC",-9,-18.05
