"","idGame","slugTeam","namePlayer","groupStartPosition","isStarter","idTeam","idPlayer","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","fg2m","fg2a","pctFG2","cityTeam","teamName","minExact","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus"
"104",22000607,"MEM","Dillon Brooks","F",TRUE,1610612763,1628415,6,14,0.429,1,3,0.333333333333333,0,5,11,0.454545454545455,"Memphis","Dillon",29.1166666666667,0,0,0,0,0,1,0,0,0,3,13,-19
"105",22000607,"MEM","Kyle Anderson","F",TRUE,1610612763,203937,4,11,0.364,0,3,0,0.5,4,8,0.5,"Memphis","Kyle",28.1333333333333,1,2,0,4,4,3,1,0,1,2,9,-14
"106",22000607,"MEM","Jonas Valanciunas","C",TRUE,1610612763,202685,11,14,0.786,0,1,0,0.667,11,13,0.846153846153846,"Memphis","Jonas",26.7666666666667,2,3,8,9,17,0,2,0,2,3,24,-12
"107",22000607,"MEM","Desmond Bane","G",TRUE,1610612763,1630217,0,3,0,0,3,0,0,0,0,0,"Memphis","Desmond",22.0666666666667,0,0,0,1,1,1,0,0,0,1,0,-6
"108",22000607,"MEM","Ja Morant","G",TRUE,1610612763,1629630,4,12,0.333,0,0,0,0.7,4,12,0.333333333333333,"Memphis","Ja",28.5166666666667,7,10,0,3,3,4,1,0,3,2,15,-14
"109",22000607,"MEM","Brandon Clarke",NA,FALSE,1610612763,1629634,1,3,0.333,0,0,0,0.5,1,3,0.333333333333333,"Memphis","Brandon",19.4333333333333,2,4,0,2,2,1,1,0,0,1,4,-11
"110",22000607,"MEM","De'Anthony Melton",NA,FALSE,1610612763,1629001,1,7,0.143,0,3,0,0,1,4,0.25,"Memphis","De'Anthony",18.05,0,0,0,3,3,0,2,0,0,1,2,-12
"111",22000607,"MEM","Grayson Allen",NA,FALSE,1610612763,1628960,4,8,0.5,2,5,0.4,1,2,3,0.666666666666667,"Memphis","Grayson",23.1166666666667,5,5,0,2,2,4,2,0,2,1,15,-12
"112",22000607,"MEM","Xavier Tillman Sr.",NA,FALSE,1610612763,1630214,2,3,0.667,0,0,0,0,2,3,0.666666666666667,"Memphis","Xavier",11.4666666666667,0,0,1,1,2,1,1,0,1,1,4,-5
"113",22000607,"MEM","Tyus Jones",NA,FALSE,1610612763,1626145,3,5,0.6,1,1,1,0,2,4,0.5,"Memphis","Tyus",15.0333333333333,0,0,0,2,2,0,0,0,1,1,7,-12
"114",22000607,"MEM","Sean McDermott",NA,FALSE,1610612763,1630253,1,2,0.5,0,1,0,0,1,1,1,"Memphis","Sean",5.9,0,0,0,0,0,0,1,0,0,0,2,2
"115",22000607,"MEM","John Konchar",NA,FALSE,1610612763,1629723,1,1,1,1,1,1,0,0,0,0,"Memphis","John",5.9,0,0,0,0,0,0,0,0,0,0,3,2
"116",22000607,"MEM","Killian Tillie",NA,FALSE,1610612763,1629681,0,2,0,0,1,0,0.5,0,1,0,"Memphis","Killian",3.25,1,2,0,0,0,0,0,0,0,0,1,-1
"117",22000607,"MEM","Jontay Porter",NA,FALSE,1610612763,1629007,0,2,0,0,1,0,0,0,1,0,"Memphis","Jontay",3.25,0,0,1,2,3,0,0,0,0,1,0,-1
"118",22000607,"PHX","Mikal Bridges","F",TRUE,1610612756,1628969,2,5,0.4,0,2,0,0.75,2,3,0.666666666666667,"Phoenix","Mikal",26.2666666666667,3,4,0,3,3,4,1,1,1,4,7,5
"119",22000607,"PHX","Jae Crowder","F",TRUE,1610612756,203109,4,11,0.364,4,9,0.444444444444444,1,0,2,0,"Phoenix","Jae",28.95,2,2,0,5,5,1,0,1,0,1,14,15
"120",22000607,"PHX","Deandre Ayton","C",TRUE,1610612756,1629028,6,9,0.667,0,0,0,1,6,9,0.666666666666667,"Phoenix","Deandre",28.3833333333333,3,3,3,6,9,0,2,3,2,1,15,7
"121",22000607,"PHX","Devin Booker","G",TRUE,1610612756,1626164,10,19,0.526,3,8,0.375,1,7,11,0.636363636363636,"Phoenix","Devin",30.1833333333333,4,4,0,4,4,5,0,0,2,2,27,17
"122",22000607,"PHX","Chris Paul","G",TRUE,1610612756,101108,9,11,0.818,0,0,0,0,9,11,0.818181818181818,"Phoenix","Chris",28.05,0,0,0,3,3,7,4,0,4,1,18,14
"123",22000607,"PHX","Cameron Payne",NA,FALSE,1610612756,1626166,4,7,0.571,2,4,0.5,0.75,2,3,0.666666666666667,"Phoenix","Cameron",23.6833333333333,3,4,1,1,2,4,0,0,1,3,13,11
"124",22000607,"PHX","Dario Saric",NA,FALSE,1610612756,203967,3,7,0.429,1,3,0.333333333333333,0,2,4,0.5,"Phoenix","Dario",20.1833333333333,0,0,1,5,6,2,0,0,2,5,7,20
