"","game_id","data_set","date","a1","a2","a3","a4","a5","h1","h2","h3","h4","h5","period","away_score","home_score","remaining_time","elapsed","play_length","play_id","team","event_type","assist","away","home","block","entered","left","num","opponent","outof","player","points","possession","reason","result","steal","type","shot_distance","original_x","original_y","converted_x","converted_y","description","periodTime","totalTime","playlength","ShotType","oppTeam","xx","yy"
"229370",22000519,"2020-21 Regular Season","2021-02-27","Kristaps Porzingis","Dorian Finney-Smith","Tim Hardaway Jr.","Jalen Brunson","Josh Richardson","Landry Shamet","James Harden","Jeff Green","Nicolas Claxton","Joe Harris",3,89,76,"0:03:22","0:08:38","0:00:19",293,"BKN","shot","","","","Dorian Finney-Smith","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",3,18,22,26.8,86.8,"MISS Harden 3' Driving Layup: Finney-Smith BLOCK (1 BLK)",518,1958,19,"2P","DAL",1.8,-39.55
"229378",22000519,"2020-21 Regular Season","2021-02-27","Kristaps Porzingis","Dorian Finney-Smith","Tim Hardaway Jr.","Jalen Brunson","Josh Richardson","Landry Shamet","James Harden","Andre Roberson","Nicolas Claxton","Joe Harris",3,91,79,"0:02:36","0:09:24","0:00:09",301,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",6,8,61,25.8,82.9,"MISS Harden 6' Driving Layup",564,2004,9,"2P","DAL",0.8,-35.65
"229401",22000519,"2020-21 Regular Season","2021-02-27","Willie Cauley-Stein","Dorian Finney-Smith","Tim Hardaway Jr.","Jalen Brunson","Luka Doncic","Landry Shamet","James Harden","Andre Roberson","Nicolas Claxton","Timothe Luwawu-Cabarrot",3,94,81,"0:00:46","0:11:14","0:00:00",324,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (28 PTS)",674,2114,0,"FT","DAL",NA,NA
"229402",22000519,"2020-21 Regular Season","2021-02-27","Willie Cauley-Stein","Dorian Finney-Smith","Tim Hardaway Jr.","Jalen Brunson","Luka Doncic","Landry Shamet","James Harden","Andre Roberson","Nicolas Claxton","Timothe Luwawu-Cabarrot",3,94,82,"0:00:46","0:11:14","0:00:00",325,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (29 PTS)",674,2114,0,"FT","DAL",NA,NA
"229434",22000519,"2020-21 Regular Season","2021-02-27","Dorian Finney-Smith","Maxi Kleber","Willie Cauley-Stein","Luka Doncic","Jalen Brunson","Timothe Luwawu-Cabarrot","Landry Shamet","Joe Harris","James Harden","DeAndre Jordan",4,99,84,"0:09:20","0:02:40","0:00:14",357,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",26,17,260,26.7,63,"MISS Harden 26' 3PT Step Back Jump Shot",160,2320,14,"3P","DAL",1.7,-15.75
"235568",22000534,"2020-21 Regular Season","2021-03-01","DeAndre Jordan","Kyrie Irving","James Harden","Bruce Brown","Joe Harris","Jakob Poeltl","Trey Lyles","Dejounte Murray","DeMar DeRozan","Lonnie Walker IV",1,7,9,"0:08:14","0:03:46","0:00:15",28,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","layup",3,-26,14,27.6,6.4,"MISS Harden 3' Driving Finger Roll Layup",226,226,15,"2P","SAS",-2.6,-40.35
"235607",22000534,"2020-21 Regular Season","2021-03-01","DeAndre Jordan","Kyrie Irving","James Harden","Andre Roberson","Landry Shamet","LaMarcus Aldridge","Luka Samanic","Patty Mills","DeMar DeRozan","Lonnie Walker IV",1,21,14,"0:03:50","0:08:10","0:00:04",67,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",26,179,188,7.1,23.8,"MISS Harden 26' 3PT Pullup Jump Shot",490,490,4,"3P","SAS",17.9,-22.95
"235641",22000534,"2020-21 Regular Season","2021-03-01","Landry Shamet","Tyler Johnson","James Harden","Nicolas Claxton","Andre Roberson","Luka Samanic","LaMarcus Aldridge","Patty Mills","Dejounte Murray","Keita Bates-Diop",2,27,21,"0:11:33","0:00:27","0:00:00",101,"BKN","free throw","","","","","","",1,"",2,"James Harden",0,"","","missed","","free throw 1/2",NA,NA,NA,NA,NA,"MISS Harden Free Throw 1 of 2",27,747,0,"FT","SAS",NA,NA
"235643",22000534,"2020-21 Regular Season","2021-03-01","Landry Shamet","Tyler Johnson","James Harden","Nicolas Claxton","Andre Roberson","Luka Samanic","LaMarcus Aldridge","Patty Mills","Dejounte Murray","Keita Bates-Diop",2,28,21,"0:11:33","0:00:27","0:00:00",103,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (1 PTS)",27,747,0,"FT","SAS",NA,NA
"235687",22000534,"2020-21 Regular Season","2021-03-01","Landry Shamet","Tyler Johnson","James Harden","Nicolas Claxton","Joe Harris","Trey Lyles","Jakob Poeltl","Lonnie Walker IV","Dejounte Murray","Keita Bates-Diop",2,41,36,"0:06:40","0:05:20","0:00:10",147,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",26,187,176,6.3,22.6,"Harden 26' 3PT Step Back Jump Shot (4 PTS)",320,1040,10,"3P","SAS",18.7,-24.15
"235699",22000534,"2020-21 Regular Season","2021-03-01","Kyrie Irving","Bruce Brown","James Harden","Nicolas Claxton","Joe Harris","Trey Lyles","Jakob Poeltl","Lonnie Walker IV","Dejounte Murray","DeMar DeRozan",2,48,38,"0:04:51","0:07:09","0:00:20",159,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",1,8,6,24.2,5.6,"Harden 1' Driving Layup (6 PTS)",429,1149,20,"2P","SAS",0.8,-41.15
"235736",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Kyrie Irving","DeAndre Jordan","Bruce Brown","Joe Harris","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Lonnie Walker IV","Dejounte Murray",3,57,54,"0:11:46","0:00:14","0:00:14",196,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","floating jump shot",9,-70,55,32,10.5,"MISS Harden 9' Floating Jump Shot",14,1454,14,"2P","SAS",-7,-36.25
"235756",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Kyrie Irving","DeAndre Jordan","Bruce Brown","Joe Harris","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Lonnie Walker IV","Dejounte Murray",3,63,59,"0:09:22","0:02:38","0:00:12",216,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",26,18,262,23.2,31.2,"MISS Harden 26' 3PT Step Back Jump Shot",158,1598,12,"3P","SAS",1.8,-15.55
"235767",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Kyrie Irving","DeAndre Jordan","Bruce Brown","Joe Harris","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Lonnie Walker IV","Dejounte Murray",3,65,61,"0:08:01","0:03:59","0:00:06",227,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","layup",4,-41,7,29.1,5.7,"MISS Harden 4' Driving Finger Roll Layup",239,1679,6,"2P","SAS",-4.1,-41.05
"235773",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Kyrie Irving","DeAndre Jordan","Bruce Brown","Joe Harris","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Lonnie Walker IV","Dejounte Murray",3,66,61,"0:07:32","0:04:28","0:00:00",233,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (7 PTS)",268,1708,0,"FT","SAS",NA,NA
"235774",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Kyrie Irving","DeAndre Jordan","Bruce Brown","Joe Harris","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Lonnie Walker IV","Dejounte Murray",3,67,61,"0:07:32","0:04:28","0:00:00",234,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (8 PTS)",268,1708,0,"FT","SAS",NA,NA
"235799",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Kyrie Irving","DeAndre Jordan","Bruce Brown","Landry Shamet","Jakob Poeltl","DeMar DeRozan","Luka Samanic","Patty Mills","Dejounte Murray",3,74,73,"0:04:26","0:07:34","0:00:14",259,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",1,-1,10,25.1,6,"Harden 1' Driving Layup (10 PTS)",454,1894,14,"2P","SAS",-0.1,-40.75
"235846",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Nicolas Claxton","Landry Shamet","Joe Harris","Tyler Johnson","Luka Samanic","Patty Mills","DeMar DeRozan","LaMarcus Aldridge","Keita Bates-Diop",4,83,83,"0:11:31","0:00:29","0:00:16",306,"BKN","shot","Nicolas Claxton","","","","","",NA,"",NA,"James Harden",2,"","","made","","floating jump shot",8,-44,63,29.4,11.3,"Harden 8' Floating Jump Shot (12 PTS) (Claxton 1 AST)",29,2189,16,"2P","SAS",-4.4,-35.45
"235851",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Nicolas Claxton","Landry Shamet","Joe Harris","Tyler Johnson","Luka Samanic","Patty Mills","DeMar DeRozan","LaMarcus Aldridge","Keita Bates-Diop",4,83,84,"0:10:58","0:01:02","0:00:17",311,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","layup",5,-40,26,29,7.6,"MISS Harden 5' Layup",62,2222,17,"2P","SAS",-4,-39.15
"235857",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Nicolas Claxton","Landry Shamet","Joe Harris","Tyler Johnson","Luka Samanic","Patty Mills","DeMar DeRozan","LaMarcus Aldridge","Keita Bates-Diop",4,85,84,"0:10:29","0:01:31","0:00:13",317,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",5,-8,49,25.8,9.9,"Harden 5' Driving Floating Jump Shot (14 PTS)",91,2251,13,"2P","SAS",-0.8,-36.85
"235873",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Nicolas Claxton","Landry Shamet","Joe Harris","Tyler Johnson","Lonnie Walker IV","Patty Mills","DeMar DeRozan","LaMarcus Aldridge","Keita Bates-Diop",4,90,84,"0:08:23","0:03:37","0:00:13",333,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",8,-33,73,28.3,12.3,"MISS Harden 8' Driving Floating Jump Shot",217,2377,13,"2P","SAS",-3.3,-34.45
"235876",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Nicolas Claxton","Landry Shamet","Joe Harris","Tyler Johnson","Lonnie Walker IV","Patty Mills","DeMar DeRozan","LaMarcus Aldridge","Keita Bates-Diop",4,90,86,"0:07:52","0:04:08","0:00:24",336,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",27,-116,246,36.6,29.6,"MISS Harden 27' 3PT Pullup Jump Shot",248,2408,24,"3P","SAS",-11.6,-17.15
"235878",22000534,"2020-21 Regular Season","2021-03-01","James Harden","Nicolas Claxton","Landry Shamet","Joe Harris","Tyler Johnson","Lonnie Walker IV","Patty Mills","DeMar DeRozan","LaMarcus Aldridge","Keita Bates-Diop",4,92,86,"0:07:42","0:04:18","0:00:07",338,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",2,-1,17,25.1,6.7,"Harden 2' Layup (16 PTS)",258,2418,7,"2P","SAS",-0.1,-40.05
"235895",22000534,"2020-21 Regular Season","2021-03-01","James Harden","DeAndre Jordan","Landry Shamet","Kyrie Irving","Tyler Johnson","Lonnie Walker IV","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Keita Bates-Diop",4,99,88,"0:05:45","0:06:15","0:00:25",355,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","floating jump shot",8,-79,10,32.9,6,"Harden 8' Floating Jump Shot (18 PTS)",375,2535,25,"2P","SAS",-7.9,-40.75
"235902",22000534,"2020-21 Regular Season","2021-03-01","James Harden","DeAndre Jordan","Joe Harris","Kyrie Irving","Bruce Brown","Lonnie Walker IV","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Dejounte Murray",4,99,90,"0:05:16","0:06:44","0:00:14",362,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",26,-82,247,33.2,29.7,"MISS Harden 26' 3PT Jump Shot",404,2564,14,"3P","SAS",-8.2,-17.05
"235908",22000534,"2020-21 Regular Season","2021-03-01","James Harden","DeAndre Jordan","Joe Harris","Kyrie Irving","Bruce Brown","Lonnie Walker IV","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Dejounte Murray",4,102,90,"0:04:47","0:07:13","0:00:08",368,"BKN","shot","DeAndre Jordan","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt pullup jump shot",25,19,252,23.1,30.2,"Harden 25' 3PT Pullup Jump Shot (21 PTS) (Jordan 3 AST)",433,2593,8,"3P","SAS",1.9,-16.55
"235914",22000534,"2020-21 Regular Season","2021-03-01","James Harden","DeAndre Jordan","Joe Harris","Kyrie Irving","Bruce Brown","Lonnie Walker IV","Jakob Poeltl","DeMar DeRozan","Trey Lyles","Dejounte Murray",4,104,93,"0:03:45","0:08:15","0:00:10",374,"BKN","shot","Joe Harris","","","","","",NA,"",NA,"James Harden",2,"","","made","","floating jump shot",5,19,43,23.1,9.3,"Harden 5' Floating Jump Shot (23 PTS) (Harris 2 AST)",495,2655,10,"2P","SAS",1.9,-37.45
"235923",22000534,"2020-21 Regular Season","2021-03-01","James Harden","DeAndre Jordan","Joe Harris","Kyrie Irving","Bruce Brown","Lonnie Walker IV","Jakob Poeltl","DeMar DeRozan","Patty Mills","Dejounte Murray",4,106,98,"0:02:50","0:09:10","0:00:15",383,"BKN","shot","DeAndre Jordan","","","","","",NA,"",NA,"James Harden",2,"","","made","","floating jump shot",6,-1,63,25.1,11.3,"Harden 6' Floating Jump Shot (25 PTS) (Jordan 4 AST)",550,2710,15,"2P","SAS",-0.1,-35.45
"235936",22000534,"2020-21 Regular Season","2021-03-01","James Harden","DeAndre Jordan","Joe Harris","Kyrie Irving","Bruce Brown","Lonnie Walker IV","Jakob Poeltl","DeMar DeRozan","Patty Mills","Dejounte Murray",4,108,101,"0:01:40","0:10:20","0:00:18",396,"BKN","shot","","","","Lonnie Walker IV","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",5,-46,15,29.6,6.5,"Walker IV BLOCK (2 BLK): MISS Harden 5' Driving Layup",620,2780,18,"2P","SAS",-4.6,-40.25
"235947",22000534,"2020-21 Regular Season","2021-03-01","James Harden","DeAndre Jordan","Joe Harris","Kyrie Irving","Landry Shamet","Lonnie Walker IV","Jakob Poeltl","DeMar DeRozan","Patty Mills","Dejounte Murray",4,108,106,"0:00:20","0:11:40","0:00:20",407,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",4,41,17,20.9,6.7,"MISS Harden 4' Driving Layup",700,2860,20,"2P","SAS",4.1,-40.05
"235962",22000534,"2020-21 Regular Season","2021-03-01","Kyrie Irving","DeAndre Jordan","James Harden","Bruce Brown","Joe Harris","Jakob Poeltl","DeMar DeRozan","Lonnie Walker IV","Patty Mills","Dejounte Murray",5,113,108,"0:04:04","0:00:56","0:00:10",422,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","floating jump shot",4,43,11,20.7,6.1,"Harden 4' Floating Jump Shot (27 PTS)",476,3356,10,"2P","SAS",4.3,-40.65
"235983",22000534,"2020-21 Regular Season","2021-03-01","Kyrie Irving","DeAndre Jordan","James Harden","Bruce Brown","Joe Harris","Trey Lyles","Drew Eubanks","Tre Jones","Keita Bates-Diop","Luka Samanic",5,124,113,"0:01:05","0:03:55","0:00:21",443,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt pullup jump shot",28,154,230,9.6,28,"Harden 28' 3PT Pullup Jump Shot (30 PTS)",655,3535,21,"3P","SAS",15.4,-18.75
"240884",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","Bruce Brown","Joe Harris","Kyrie Irving","James Harden","Jae'Sean Tate","Victor Oladipo","P.J. Tucker","Sterling Brown","John Wall",1,6,2,"0:10:23","0:01:37","0:00:16",13,"BKN","shot","Bruce Brown","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",25,-100,231,35,28.1,"Harden 25' 3PT Step Back Jump Shot (3 PTS) (Brown 1 AST)",97,97,16,"3P","HOU",-10,-18.65
"240935",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","Bruce Brown","Landry Shamet","Kyrie Irving","James Harden","Jae'Sean Tate","Victor Oladipo","P.J. Tucker","Sterling Brown","John Wall",1,15,15,"0:04:51","0:07:09","0:00:10",64,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",26,73,253,17.7,30.3,"MISS Harden 26' 3PT Step Back Jump Shot",429,429,10,"3P","HOU",7.3,-16.45
"240948",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","Bruce Brown","Landry Shamet","Kyrie Irving","James Harden","Justin Patton","Victor Oladipo","P.J. Tucker","Sterling Brown","John Wall",1,20,15,"0:03:56","0:08:04","0:00:12",77,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",2,-16,4,26.6,5.4,"Harden 2' Driving Layup (5 PTS)",484,484,12,"2P","HOU",-1.6,-41.35
"241003",22000546,"2020-21 Regular Season","2021-03-03","James Harden","Nicolas Claxton","Andre Roberson","Tyler Johnson","Landry Shamet","Jae'Sean Tate","Justin Patton","Ben McLemore","Victor Oladipo","Mason Jones",2,36,32,"0:09:57","0:02:03","0:00:00",132,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (6 PTS)",123,843,0,"FT","HOU",NA,NA
"241004",22000546,"2020-21 Regular Season","2021-03-03","James Harden","Nicolas Claxton","Andre Roberson","Tyler Johnson","Landry Shamet","Jae'Sean Tate","Justin Patton","Ben McLemore","Victor Oladipo","Mason Jones",2,37,32,"0:09:57","0:02:03","0:00:00",133,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (7 PTS)",123,843,0,"FT","HOU",NA,NA
"241009",22000546,"2020-21 Regular Season","2021-03-03","James Harden","Nicolas Claxton","Andre Roberson","Tyler Johnson","Landry Shamet","Jae'Sean Tate","Justin Patton","Ben McLemore","Victor Oladipo","Mason Jones",2,39,34,"0:09:06","0:02:54","0:00:05",138,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",26,149,211,10.1,26.1,"MISS Harden 26' 3PT Jump Shot",174,894,5,"3P","HOU",14.9,-20.65
"241024",22000546,"2020-21 Regular Season","2021-03-03","James Harden","Nicolas Claxton","Landry Shamet","Tyler Johnson","Joe Harris","Jae'Sean Tate","Justin Patton","Ben McLemore","Victor Oladipo","Mason Jones",2,45,38,"0:07:51","0:04:09","0:00:04",153,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",1,2,13,24.8,6.3,"Harden 1' Running Finger Roll Layup (9 PTS)",249,969,4,"2P","HOU",0.2,-40.45
"241038",22000546,"2020-21 Regular Season","2021-03-03","James Harden","Nicolas Claxton","Landry Shamet","Tyler Johnson","Joe Harris","John Wall","Justin Patton","Ben McLemore","Victor Oladipo","P.J. Tucker",2,50,39,"0:06:45","0:05:15","0:00:05",167,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt pullup jump shot",26,-81,242,33.1,29.2,"Harden 26' 3PT Pullup Jump Shot (12 PTS)",315,1035,5,"3P","HOU",-8.1,-17.55
"241053",22000546,"2020-21 Regular Season","2021-03-03","James Harden","Nicolas Claxton","Bruce Brown","Kyrie Irving","Joe Harris","John Wall","Sterling Brown","Ben McLemore","Victor Oladipo","P.J. Tucker",2,52,40,"0:05:52","0:06:08","0:00:09",182,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","jump shot",5,-9,52,25.9,10.2,"MISS Harden 5' Running Jump Shot",368,1088,9,"2P","HOU",-0.9,-36.55
"241105",22000546,"2020-21 Regular Season","2021-03-03","James Harden","DeAndre Jordan","Bruce Brown","Kyrie Irving","Landry Shamet","John Wall","Sterling Brown","Jae'Sean Tate","Victor Oladipo","P.J. Tucker",2,67,54,"0:00:08","0:11:52","0:00:23",234,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",7,0,69,25,11.9,"Harden 7' Driving Floating Jump Shot (14 PTS)",712,1432,23,"2P","HOU",0,-34.85
"241128",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","James Harden","Bruce Brown","Kyrie Irving","Joe Harris","Victor Oladipo","Jae'Sean Tate","Sterling Brown","John Wall","P.J. Tucker",3,74,56,"0:10:00","0:02:00","0:00:03",257,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",3,-18,23,26.8,7.3,"Harden 3' Running Layup (16 PTS)",120,1560,3,"2P","HOU",-1.8,-39.45
"241173",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","James Harden","Bruce Brown","Kyrie Irving","Joe Harris","Victor Oladipo","Justin Patton","Sterling Brown","John Wall","P.J. Tucker",3,85,68,"0:05:14","0:06:46","0:00:00",302,"BKN","free throw","","","","","","",1,"",1,"James Harden",0,"","","missed","","free throw technical",NA,NA,NA,NA,NA,"MISS Harden Free Throw Technical",406,1846,0,"FT","HOU",NA,NA
"241183",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","James Harden","Bruce Brown","Kyrie Irving","Joe Harris","Victor Oladipo","Justin Patton","Ben McLemore","John Wall","P.J. Tucker",3,89,73,"0:03:44","0:08:16","0:00:10",312,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",3,-28,6,27.8,5.6,"Harden 3' Driving Finger Roll Layup (18 PTS)",496,1936,10,"2P","HOU",-2.8,-41.15
"241187",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","James Harden","Bruce Brown","Kyrie Irving","Joe Harris","Victor Oladipo","Justin Patton","Ben McLemore","John Wall","P.J. Tucker",3,89,73,"0:03:20","0:08:40","0:00:00",316,"BKN","free throw","","","","","","",1,"",2,"James Harden",0,"","","missed","","free throw 1/2",NA,NA,NA,NA,NA,"MISS Harden Free Throw 1 of 2",520,1960,0,"FT","HOU",NA,NA
"241191",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","James Harden","Bruce Brown","Kyrie Irving","Joe Harris","Victor Oladipo","Justin Patton","Ben McLemore","John Wall","P.J. Tucker",3,90,73,"0:03:20","0:08:40","0:00:00",320,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (19 PTS)",520,1960,0,"FT","HOU",NA,NA
"241236",22000546,"2020-21 Regular Season","2021-03-03","Nicolas Claxton","Landry Shamet","James Harden","Andre Roberson","Tyler Johnson","Jae'Sean Tate","John Wall","Justin Patton","Ben McLemore","Mason Jones",4,105,87,"0:10:55","0:01:05","0:00:18",365,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",12,-76,86,32.6,13.6,"Harden 11' Driving Floating Jump Shot (21 PTS)",65,2225,18,"2P","HOU",-7.6,-33.15
"241238",22000546,"2020-21 Regular Season","2021-03-03","Nicolas Claxton","Landry Shamet","James Harden","Andre Roberson","Tyler Johnson","Jae'Sean Tate","John Wall","Justin Patton","Ben McLemore","Mason Jones",4,105,89,"0:10:23","0:01:37","0:00:17",367,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",25,187,167,6.3,21.7,"MISS Harden 25' 3PT Step Back Jump Shot",97,2257,17,"3P","HOU",18.7,-25.05
"241252",22000546,"2020-21 Regular Season","2021-03-03","Nicolas Claxton","Landry Shamet","James Harden","Andre Roberson","Tyler Johnson","Jae'Sean Tate","John Wall","Justin Patton","Ben McLemore","Mason Jones",4,108,97,"0:07:38","0:04:22","0:00:17",381,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",29,-128,258,37.8,30.8,"Harden 29' 3PT Jump Shot (24 PTS)",262,2422,17,"3P","HOU",-12.8,-15.95
"241263",22000546,"2020-21 Regular Season","2021-03-03","Nicolas Claxton","Landry Shamet","James Harden","Andre Roberson","Tyler Johnson","Jae'Sean Tate","John Wall","Justin Patton","Ben McLemore","Mason Jones",4,113,97,"0:06:48","0:05:12","0:00:05",392,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt jump shot",26,-164,207,41.4,25.7,"Harden 26' 3PT Jump Shot (27 PTS)",312,2472,5,"3P","HOU",-16.4,-21.05
"241275",22000546,"2020-21 Regular Season","2021-03-03","Nicolas Claxton","Landry Shamet","James Harden","Andre Roberson","Tyler Johnson","Jae'Sean Tate","Sterling Brown","P.J. Tucker","Ben McLemore","Victor Oladipo",4,114,100,"0:05:55","0:06:05","0:00:00",404,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (28 PTS)",365,2525,0,"FT","HOU",NA,NA
"241276",22000546,"2020-21 Regular Season","2021-03-03","Nicolas Claxton","Landry Shamet","James Harden","Andre Roberson","Tyler Johnson","Jae'Sean Tate","Sterling Brown","P.J. Tucker","Ben McLemore","Victor Oladipo",4,115,100,"0:05:55","0:06:05","0:00:00",405,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (29 PTS)",365,2525,0,"FT","HOU",NA,NA
"241299",22000546,"2020-21 Regular Season","2021-03-03","DeAndre Jordan","Landry Shamet","James Harden","Kyrie Irving","Joe Harris","John Wall","Sterling Brown","Jae'Sean Tate","Ben McLemore","Victor Oladipo",4,127,107,"0:03:10","0:08:50","0:00:05",428,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",26,172,193,7.8,24.3,"MISS Harden 26' 3PT Jump Shot",530,2690,5,"3P","HOU",17.2,-22.45
"249110",22000569,"2020-21 Regular Season","2021-03-11","Daniel Theis","Tristan Thompson","Jaylen Brown","Jayson Tatum","Kemba Walker","DeAndre Jordan","Bruce Brown","Joe Harris","Kyrie Irving","James Harden",1,2,3,"0:10:24","0:01:36","0:00:00",14,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (1 PTS)",96,96,0,"FT","BOS",NA,NA
"249111",22000569,"2020-21 Regular Season","2021-03-11","Daniel Theis","Tristan Thompson","Jaylen Brown","Jayson Tatum","Kemba Walker","DeAndre Jordan","Bruce Brown","Joe Harris","Kyrie Irving","James Harden",1,2,4,"0:10:24","0:01:36","0:00:00",15,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (2 PTS)",96,96,0,"FT","BOS",NA,NA
