"","game_id","data_set","date","a1","a2","a3","a4","a5","h1","h2","h3","h4","h5","period","away_score","home_score","remaining_time","elapsed","play_length","play_id","team","event_type","assist","away","home","block","entered","left","num","opponent","outof","player","points","possession","reason","result","steal","type","shot_distance","original_x","original_y","converted_x","converted_y","description","periodTime","totalTime","playlength","ShotType","oppTeam","xx","yy"
"84157",22000190,"2020-21 Regular Season","2021-01-16","Nikola Vucevic","Cole Anthony","James Ennis III","Aaron Gordon","Dwayne Bacon","DeAndre Jordan","Jeff Green","Joe Harris","James Harden","Kevin Durant",1,7,5,"0:08:56","0:03:04","0:00:06",31,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",25,-144,204,10.6,68.6,"MISS Harden 25' 3PT Step Back Jump Shot",184,184,6,"3P","ORL",-14.4,-21.35
"84234",22000190,"2020-21 Regular Season","2021-01-16","Gary Clark","Jordan Bone","Terrence Ross","Khem Birch","Aaron Gordon","Reggie Perry","Bruce Brown","Landry Shamet","Timothe Luwawu-Cabarrot","James Harden",1,24,27,"0:01:04","0:10:56","0:00:12",108,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",25,94,234,34.4,65.6,"MISS Harden 25' 3PT Step Back Jump Shot",656,656,12,"3P","ORL",9.4,-18.35
"84244",22000190,"2020-21 Regular Season","2021-01-16","Gary Clark","Jordan Bone","Terrence Ross","Khem Birch","Aaron Gordon","Reggie Perry","Bruce Brown","Landry Shamet","Timothe Luwawu-Cabarrot","James Harden",1,26,28,"0:00:06","0:11:54","0:00:00",118,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (1 PTS)",714,714,0,"FT","ORL",NA,NA
"84245",22000190,"2020-21 Regular Season","2021-01-16","Gary Clark","Jordan Bone","Terrence Ross","Khem Birch","Aaron Gordon","Reggie Perry","Bruce Brown","Landry Shamet","Timothe Luwawu-Cabarrot","James Harden",1,26,29,"0:00:06","0:11:54","0:00:00",119,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (2 PTS)",714,714,0,"FT","ORL",NA,NA
"84260",22000190,"2020-21 Regular Season","2021-01-16","Gary Clark","Jordan Bone","Terrence Ross","Khem Birch","Aaron Gordon","Timothe Luwawu-Cabarrot","Landry Shamet","James Harden","Reggie Perry","Bruce Brown",2,33,31,"0:10:06","0:01:54","0:00:15",134,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",1,-6,0,24.4,89,"Harden 1' Driving Layup (4 PTS)",114,834,15,"2P","ORL",-0.6,-41.75
"84262",22000190,"2020-21 Regular Season","2021-01-16","Gary Clark","Jordan Bone","Terrence Ross","Khem Birch","Aaron Gordon","Timothe Luwawu-Cabarrot","Landry Shamet","James Harden","Reggie Perry","Bruce Brown",2,35,31,"0:09:20","0:02:40","0:00:28",136,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",28,38,282,28.8,60.8,"MISS Harden 28' 3PT Jump Shot",160,880,28,"3P","ORL",3.8,-13.55
"84265",22000190,"2020-21 Regular Season","2021-01-16","Gary Clark","Jordan Bone","Terrence Ross","Khem Birch","Aaron Gordon","Timothe Luwawu-Cabarrot","Landry Shamet","James Harden","Reggie Perry","Bruce Brown",2,35,33,"0:09:06","0:02:54","0:00:05",139,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",0,2,5,25.2,88.5,"Harden 1' Running Layup (6 PTS)",174,894,5,"2P","ORL",0.2,-41.25
"84274",22000190,"2020-21 Regular Season","2021-01-16","Gary Clark","Jordan Bone","Terrence Ross","Khem Birch","Aaron Gordon","Timothe Luwawu-Cabarrot","Landry Shamet","James Harden","Jeff Green","Bruce Brown",2,36,33,"0:08:23","0:03:37","0:00:05",148,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",25,-86,239,16.4,65.1,"MISS Harden 25' 3PT Step Back Jump Shot",217,937,5,"3P","ORL",-8.6,-17.85
"84324",22000190,"2020-21 Regular Season","2021-01-16","Khem Birch","Aaron Gordon","Cole Anthony","Nikola Vucevic","Terrence Ross","James Harden","Kevin Durant","Joe Harris","Jeff Green","DeAndre Jordan",2,43,48,"0:02:31","0:09:29","0:00:13",198,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","jump shot",13,44,120,29.4,77,"Harden 13' Pullup Jump Shot (8 PTS)",569,1289,13,"2P","ORL",4.4,-29.75
"84363",22000190,"2020-21 Regular Season","2021-01-16","James Ennis III","Nikola Vucevic","Aaron Gordon","Dwayne Bacon","Cole Anthony","James Harden","Joe Harris","Kevin Durant","Jeff Green","DeAndre Jordan",3,55,55,"0:09:22","0:02:38","0:00:08",237,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",26,0,262,25,62.8,"Harden 26' 3PT Step Back Jump Shot (11 PTS)",158,1598,8,"3P","ORL",0,-15.55
"84372",22000190,"2020-21 Regular Season","2021-01-16","James Ennis III","Nikola Vucevic","Aaron Gordon","Dwayne Bacon","Cole Anthony","James Harden","Joe Harris","Kevin Durant","Jeff Green","DeAndre Jordan",3,60,61,"0:08:15","0:03:45","0:00:05",246,"BKN","shot","DeAndre Jordan","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",10,-11,99,23.9,79.1,"Harden 10' Driving Floating Jump Shot (13 PTS) (Jordan 3 AST)",225,1665,5,"2P","ORL",-1.1,-31.85
"84374",22000190,"2020-21 Regular Season","2021-01-16","James Ennis III","Nikola Vucevic","Aaron Gordon","Dwayne Bacon","Cole Anthony","James Harden","Joe Harris","Kevin Durant","Jeff Green","DeAndre Jordan",3,60,61,"0:07:50","0:04:10","0:00:06",248,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt step back jump shot",26,116,230,36.6,66,"MISS Harden 26' 3PT Step Back Jump Shot",250,1690,6,"3P","ORL",11.6,-18.75
"84429",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Gary Clark","Khem Birch","Aaron Gordon","Jordan Bone","Timothe Luwawu-Cabarrot","Landry Shamet","Reggie Perry","Bruce Brown","James Harden",3,79,76,"0:01:52","0:10:08","0:00:00",303,"BKN","free throw","","","","","","",1,"",2,"James Harden",0,"","","missed","","free throw 1/2",NA,NA,NA,NA,NA,"MISS Harden Free Throw 1 of 2",608,2048,0,"FT","ORL",NA,NA
"84431",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Gary Clark","Khem Birch","Aaron Gordon","Jordan Bone","Timothe Luwawu-Cabarrot","Landry Shamet","Reggie Perry","Bruce Brown","James Harden",3,79,77,"0:01:52","0:10:08","0:00:00",305,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (14 PTS)",608,2048,0,"FT","ORL",NA,NA
"84437",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Gary Clark","Khem Birch","Aaron Gordon","Jordan Bone","Timothe Luwawu-Cabarrot","Landry Shamet","Reggie Perry","Bruce Brown","James Harden",3,79,77,"0:01:25","0:10:35","0:00:00",311,"BKN","free throw","","","","","","",1,"",3,"James Harden",0,"","","missed","","free throw 1/3",NA,NA,NA,NA,NA,"MISS Harden Free Throw 1 of 3",635,2075,0,"FT","ORL",NA,NA
"84439",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Gary Clark","Khem Birch","Aaron Gordon","Jordan Bone","Timothe Luwawu-Cabarrot","Landry Shamet","Reggie Perry","Bruce Brown","James Harden",3,79,78,"0:01:25","0:10:35","0:00:00",313,"BKN","free throw","","","","","","",2,"",3,"James Harden",1,"","","made","","free throw 2/3",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 3 (15 PTS)",635,2075,0,"FT","ORL",NA,NA
"84440",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Gary Clark","Khem Birch","Aaron Gordon","Jordan Bone","Timothe Luwawu-Cabarrot","Landry Shamet","Reggie Perry","Bruce Brown","James Harden",3,79,79,"0:01:25","0:10:35","0:00:00",314,"BKN","free throw","","","","","","",3,"",3,"James Harden",1,"","","made","","free throw 3/3",NA,NA,NA,NA,NA,"Harden Free Throw 3 of 3 (16 PTS)",635,2075,0,"FT","ORL",NA,NA
"84451",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Gary Clark","Khem Birch","Aaron Gordon","Jordan Bone","Timothe Luwawu-Cabarrot","Landry Shamet","Kevin Durant","Joe Harris","James Harden",3,81,84,"0:00:34","0:11:26","0:00:07",325,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",25,145,205,39.5,68.5,"Harden 25' 3PT Step Back Jump Shot (19 PTS)",686,2126,7,"3P","ORL",14.5,-21.25
"84453",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Gary Clark","Khem Birch","Aaron Gordon","Jordan Bone","Timothe Luwawu-Cabarrot","Landry Shamet","Kevin Durant","Joe Harris","James Harden",3,83,84,"0:00:00","0:12:00","0:00:16",327,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",28,-6,283,24.4,60.7,"MISS Harden 28' 3PT Pullup Jump Shot",720,2160,16,"3P","ORL",-0.6,-13.45
"84462",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Aaron Gordon","Khem Birch","Gary Clark","Jordan Bone","Reggie Perry","James Harden","Kevin Durant","Timothe Luwawu-Cabarrot","Landry Shamet",4,85,90,"0:10:54","0:01:06","0:00:04",336,"BKN","shot","Reggie Perry","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",4,5,36,25.5,85.4,"Harden 4' Running Layup (21 PTS) (Perry 1 AST)",66,2226,4,"2P","ORL",0.5,-38.15
"84464",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Aaron Gordon","Khem Birch","Gary Clark","Jordan Bone","Reggie Perry","James Harden","Kevin Durant","Timothe Luwawu-Cabarrot","Landry Shamet",4,88,90,"0:10:21","0:01:39","0:00:17",338,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",2,9,17,25.9,87.3,"MISS Harden 2' Driving Layup",99,2259,17,"2P","ORL",0.9,-40.05
"84473",22000190,"2020-21 Regular Season","2021-01-16","Terrence Ross","Aaron Gordon","Khem Birch","Gary Clark","Jordan Bone","Reggie Perry","James Harden","Kevin Durant","Timothe Luwawu-Cabarrot","Landry Shamet",4,88,96,"0:09:01","0:02:59","0:00:09",347,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",25,130,216,38,67.4,"Harden 25' 3PT Step Back Jump Shot (24 PTS)",179,2339,9,"3P","ORL",13,-20.15
"84500",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Dwayne Bacon","Nikola Vucevic","Gary Clark","Jordan Bone","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,100,105,"0:05:41","0:06:19","0:00:11",374,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",26,-17,257,23.3,63.3,"MISS Harden 26' 3PT Pullup Jump Shot",379,2539,11,"3P","ORL",-1.7,-16.05
"84509",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Dwayne Bacon","Nikola Vucevic","Gary Clark","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,104,110,"0:03:58","0:08:02","0:00:16",383,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",9,-12,86,23.8,80.4,"MISS Harden 9' Driving Floating Jump Shot",482,2642,16,"2P","ORL",-1.2,-33.15
"84517",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Dwayne Bacon","Nikola Vucevic","Gary Clark","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,107,110,"0:03:03","0:08:57","0:00:04",391,"BKN","shot","","","","Cole Anthony","","",NA,"",NA,"James Harden",0,"","","missed","","layup",3,-13,29,23.7,86.1,"MISS Harden 3' Running Layup: Anthony BLOCK (1 BLK)",537,2697,4,"2P","ORL",-1.3,-38.85
"84522",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Aaron Gordon","Nikola Vucevic","Gary Clark","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,107,111,"0:02:53","0:09:07","0:00:00",396,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (25 PTS)",547,2707,0,"FT","ORL",NA,NA
"84524",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Aaron Gordon","Nikola Vucevic","Gary Clark","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,107,112,"0:02:53","0:09:07","0:00:00",398,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (26 PTS)",547,2707,0,"FT","ORL",NA,NA
"84528",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Aaron Gordon","Nikola Vucevic","Dwayne Bacon","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,107,113,"0:02:22","0:09:38","0:00:00",402,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (27 PTS)",578,2738,0,"FT","ORL",NA,NA
"84529",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Aaron Gordon","Nikola Vucevic","Dwayne Bacon","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,107,114,"0:02:22","0:09:38","0:00:00",403,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (28 PTS)",578,2738,0,"FT","ORL",NA,NA
"84545",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Aaron Gordon","Nikola Vucevic","Dwayne Bacon","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,109,118,"0:01:04","0:10:56","0:00:00",419,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (29 PTS)",656,2816,0,"FT","ORL",NA,NA
"84546",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Aaron Gordon","Nikola Vucevic","Dwayne Bacon","Terrence Ross","Jeff Green","Bruce Brown","Kevin Durant","James Harden","Joe Harris",4,109,119,"0:01:04","0:10:56","0:00:00",420,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (30 PTS)",656,2816,0,"FT","ORL",NA,NA
"84565",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Gary Clark","Nikola Vucevic","Dwayne Bacon","Terrence Ross","Jeff Green","Timothe Luwawu-Cabarrot","Kevin Durant","James Harden","Joe Harris",4,115,121,"0:00:08","0:11:52","0:00:00",439,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (31 PTS)",712,2872,0,"FT","ORL",NA,NA
"84566",22000190,"2020-21 Regular Season","2021-01-16","Cole Anthony","Gary Clark","Nikola Vucevic","Dwayne Bacon","Terrence Ross","Jeff Green","Timothe Luwawu-Cabarrot","Kevin Durant","James Harden","Joe Harris",4,115,122,"0:00:08","0:11:52","0:00:00",440,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (32 PTS)",712,2872,0,"FT","ORL",NA,NA
"91190",22000209,"2020-21 Regular Season","2021-01-18","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","Donte DiVincenzo","Khris Middleton","DeAndre Jordan","Jeff Green","James Harden","Joe Harris","Kevin Durant",1,0,2,"0:11:35","0:00:25","0:00:08",5,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","layup",2,3,-15,25.3,90.5,"Harden 2' Running Layup (2 PTS)",25,25,8,"2P","MIL",0.3,-43.25
"91214",22000209,"2020-21 Regular Season","2021-01-18","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","Donte DiVincenzo","Khris Middleton","DeAndre Jordan","Jeff Green","James Harden","Joe Harris","Kevin Durant",1,8,9,"0:08:48","0:03:12","0:00:11",29,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","floating jump shot",3,-4,27,24.6,86.3,"MISS Harden 3' Floating Jump Shot",192,192,11,"2P","MIL",-0.4,-39.05
"91225",22000209,"2020-21 Regular Season","2021-01-18","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","Donte DiVincenzo","Khris Middleton","DeAndre Jordan","Jeff Green","James Harden","Joe Harris","Kevin Durant",1,10,13,"0:07:34","0:04:26","0:00:05",40,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt jump shot",26,111,230,36.1,66,"MISS Harden 26' 3PT Jump Shot",266,266,5,"3P","MIL",11.1,-18.75
"91296",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Pat Connaughton","D.J. Augustin","Giannis Antetokounmpo","Brook Lopez","James Harden","Reggie Perry","Timothe Luwawu-Cabarrot","Landry Shamet","Bruce Brown",2,34,31,"0:11:46","0:00:14","0:00:14",111,"BKN","shot","Reggie Perry","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt pullup jump shot",26,8,256,25.8,63.4,"Harden 26' 3PT Pullup Jump Shot (5 PTS) (Perry 1 AST)",14,734,14,"3P","MIL",0.8,-16.15
"91301",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Pat Connaughton","D.J. Augustin","Giannis Antetokounmpo","Brook Lopez","James Harden","Reggie Perry","Timothe Luwawu-Cabarrot","Landry Shamet","Bruce Brown",2,34,33,"0:11:17","0:00:43","0:00:05",116,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",8,44,64,29.4,82.6,"Harden 8' Driving Floating Jump Shot (7 PTS)",43,763,5,"2P","MIL",4.4,-35.35
"91322",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Donte DiVincenzo","Jrue Holiday","Giannis Antetokounmpo","Brook Lopez","James Harden","DeAndre Jordan","Jeff Green","Landry Shamet","Bruce Brown",2,42,42,"0:09:00","0:03:00","0:00:00",137,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (8 PTS)",180,900,0,"FT","MIL",NA,NA
"91323",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Donte DiVincenzo","Jrue Holiday","Giannis Antetokounmpo","Brook Lopez","James Harden","DeAndre Jordan","Jeff Green","Landry Shamet","Bruce Brown",2,42,43,"0:09:00","0:03:00","0:00:00",138,"BKN","free throw","","","","","","",2,"",2,"James Harden",1,"","","made","","free throw 2/2",NA,NA,NA,NA,NA,"Harden Free Throw 2 of 2 (9 PTS)",180,900,0,"FT","MIL",NA,NA
"91385",22000209,"2020-21 Regular Season","2021-01-18","Khris Middleton","Donte DiVincenzo","D.J. Augustin","Giannis Antetokounmpo","Bobby Portis","Joe Harris","DeAndre Jordan","Jeff Green","Kevin Durant","James Harden",2,50,55,"0:03:20","0:08:40","0:00:05",200,"BKN","shot","Kevin Durant","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving layup",2,23,-5,27.3,89.5,"Harden 2' Driving Layup (11 PTS) (Durant 5 AST)",520,1240,5,"2P","MIL",2.3,-42.25
"91395",22000209,"2020-21 Regular Season","2021-01-18","Khris Middleton","Donte DiVincenzo","D.J. Augustin","Giannis Antetokounmpo","Bobby Portis","Joe Harris","DeAndre Jordan","Jeff Green","Kevin Durant","James Harden",2,52,57,"0:01:53","0:10:07","0:00:06",210,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",24,-3,242,24.7,64.8,"MISS Harden 24' 3PT Pullup Jump Shot",607,1327,6,"3P","MIL",-0.3,-17.55
"91411",22000209,"2020-21 Regular Season","2021-01-18","Khris Middleton","Jrue Holiday","D.J. Augustin","Giannis Antetokounmpo","Brook Lopez","Joe Harris","DeAndre Jordan","Reggie Perry","Kevin Durant","James Harden",2,56,57,"0:00:01","0:11:59","0:00:12",226,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",27,-2,272,24.8,61.8,"MISS Harden 27' 3PT Pullup Jump Shot",719,1439,12,"3P","MIL",-0.2,-14.55
"91415",22000209,"2020-21 Regular Season","2021-01-18","Donte DiVincenzo","Khris Middleton","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","James Harden","Kevin Durant","DeAndre Jordan","Joe Harris","Jeff Green",3,56,59,"0:11:37","0:00:23","0:00:23",230,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",8,-33,75,21.7,81.5,"Harden 8' Driving Floating Jump Shot (13 PTS)",23,1463,23,"2P","MIL",-3.3,-34.25
"91419",22000209,"2020-21 Regular Season","2021-01-18","Donte DiVincenzo","Khris Middleton","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","James Harden","Kevin Durant","DeAndre Jordan","Joe Harris","Jeff Green",3,62,64,"0:10:37","0:01:23","0:00:21",234,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",23,231,38,48.1,85.2,"Harden 3PT Step Back Jump Shot (16 PTS)",83,1523,21,"3P","MIL",23.1,-37.95
"91426",22000209,"2020-21 Regular Season","2021-01-18","Donte DiVincenzo","Khris Middleton","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","James Harden","Kevin Durant","DeAndre Jordan","Joe Harris","Jeff Green",3,62,64,"0:10:00","0:02:00","0:00:06",241,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",27,143,227,39.3,66.3,"MISS Harden 27' 3PT Pullup Jump Shot",120,1560,6,"3P","MIL",14.3,-19.05
"91443",22000209,"2020-21 Regular Season","2021-01-18","Donte DiVincenzo","Khris Middleton","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","James Harden","Kevin Durant","DeAndre Jordan","Joe Harris","Jeff Green",3,67,74,"0:08:17","0:03:43","0:00:19",258,"BKN","shot","","","","","","",NA,"",NA,"James Harden",2,"","","made","","driving floating jump shot",10,-17,95,23.3,79.5,"Harden 10' Driving Floating Jump Shot (18 PTS)",223,1663,19,"2P","MIL",-1.7,-32.25
"91446",22000209,"2020-21 Regular Season","2021-01-18","Donte DiVincenzo","Khris Middleton","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","James Harden","Kevin Durant","DeAndre Jordan","Joe Harris","Jeff Green",3,70,74,"0:07:51","0:04:09","0:00:07",261,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","cutting layup shot",1,-6,8,24.4,88.2,"MISS Harden 1' Cutting Layup Shot",249,1689,7,"2P","MIL",-0.6,-40.95
"91465",22000209,"2020-21 Regular Season","2021-01-18","D.J. Augustin","Khris Middleton","Brook Lopez","Giannis Antetokounmpo","Jrue Holiday","James Harden","Kevin Durant","DeAndre Jordan","Joe Harris","Jeff Green",3,74,83,"0:05:58","0:06:02","0:00:12",280,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","3pt pullup jump shot",27,-117,241,13.3,64.9,"MISS Harden 27' 3PT Pullup Jump Shot",362,1802,12,"3P","MIL",-11.7,-17.65
"91497",22000209,"2020-21 Regular Season","2021-01-18","D.J. Augustin","Khris Middleton","Bobby Portis","Pat Connaughton","Jrue Holiday","Bruce Brown","James Harden","Reggie Perry","Joe Harris","Timothe Luwawu-Cabarrot",3,81,89,"0:03:04","0:08:56","0:00:15",312,"BKN","shot","Reggie Perry","","","","","",NA,"",NA,"James Harden",2,"","","made","","jump bank shot",3,-19,20,23.1,87,"Harden 3' Jump Bank Shot (20 PTS) (Perry 2 AST)",536,1976,15,"2P","MIL",-1.9,-39.75
"91508",22000209,"2020-21 Regular Season","2021-01-18","D.J. Augustin","Khris Middleton","Bobby Portis","Pat Connaughton","Jrue Holiday","Bruce Brown","James Harden","Reggie Perry","Landry Shamet","Timothe Luwawu-Cabarrot",3,81,92,"0:02:23","0:09:37","0:00:00",323,"BKN","free throw","","","","","","",1,"",2,"James Harden",1,"","","made","","free throw 1/2",NA,NA,NA,NA,NA,"Harden Free Throw 1 of 2 (21 PTS)",577,2017,0,"FT","MIL",NA,NA
"91509",22000209,"2020-21 Regular Season","2021-01-18","D.J. Augustin","Khris Middleton","Bobby Portis","Pat Connaughton","Jrue Holiday","Bruce Brown","James Harden","Reggie Perry","Landry Shamet","Timothe Luwawu-Cabarrot",3,81,92,"0:02:23","0:09:37","0:00:00",324,"BKN","free throw","","","","","","",2,"",2,"James Harden",0,"","","missed","","free throw 2/2",NA,NA,NA,NA,NA,"MISS Harden Free Throw 2 of 2",577,2017,0,"FT","MIL",NA,NA
"91536",22000209,"2020-21 Regular Season","2021-01-18","Donte DiVincenzo","Giannis Antetokounmpo","Bobby Portis","Pat Connaughton","Jrue Holiday","Kevin Durant","James Harden","DeAndre Jordan","Landry Shamet","Joe Harris",3,87,94,"0:00:10","0:11:50","0:00:23",351,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",1,-8,7,24.2,88.3,"MISS Harden 1' Driving Layup",710,2150,23,"2P","MIL",-0.8,-41.05
"91544",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Pat Connaughton","Brook Lopez","Donte DiVincenzo","DeAndre Jordan","James Harden","Landry Shamet","Bruce Brown","Jeff Green",4,93,97,"0:11:01","0:00:59","0:00:13",359,"BKN","shot","","","","","","",NA,"",NA,"James Harden",3,"","","made","","3pt step back jump shot",26,20,254,27,63.6,"Harden 25' 3PT Step Back Jump Shot (24 PTS)",59,2219,13,"3P","MIL",2,-16.35
"91546",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Pat Connaughton","Brook Lopez","Donte DiVincenzo","DeAndre Jordan","James Harden","Landry Shamet","Bruce Brown","Jeff Green",4,95,97,"0:10:32","0:01:28","0:00:10",361,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving layup",5,42,21,29.2,86.9,"MISS Harden 5' Driving Layup",88,2248,10,"2P","MIL",4.2,-39.65
"91556",22000209,"2020-21 Regular Season","2021-01-18","Bryn Forbes","Giannis Antetokounmpo","Pat Connaughton","Brook Lopez","Donte DiVincenzo","DeAndre Jordan","James Harden","Joe Harris","Bruce Brown","Jeff Green",4,98,97,"0:09:53","0:02:07","0:00:18",371,"BKN","shot","","","","","","",NA,"",NA,"James Harden",0,"","","missed","","driving floating jump shot",6,-5,65,24.5,82.5,"MISS Harden 7' Driving Floating Jump Shot",127,2287,18,"2P","MIL",-0.5,-35.25
